Year,RK,Team,League,G,GS,INN,TC,PO,A,E,DP,SB,CS,SBPCT,PB,C_WP,FPCTâ–¼,DER
2018,1,Houston Astros,AL,162,1458,13095.0,5797,4365,1369,63,116,60,25,0.706,15,67,0.989,0.707
,2,Washington Nationals,NL,162,1458,13014.0,5765,4338,1363,64,115,75,43,0.636,10,42,0.989,0.703
,3,Arizona Diamondbacks,NL,162,1458,13167.0,6150,4389,1686,75,152,66,27,0.710,6,69,0.988,0.699
,4,Colorado Rockies,NL,163,1467,13071.0,6055,4357,1624,74,162,92,25,0.786,11,70,0.988,0.690
,5,Los Angeles Angels,AL,162,1458,12936.0,5890,4312,1502,76,173,46,33,0.582,18,87,0.987,0.694
,6,Kansas City Royals,AL,162,1458,12888.0,5902,4296,1529,77,142,60,33,0.645,10,68,0.987,0.680
,7,Boston Red Sox,AL,162,1458,13128.0,5819,4376,1366,77,106,64,30,0.681,25,51,0.987,0.694
,8,Atlanta Braves,NL,162,1458,13110.0,5889,4370,1439,80,134,102,28,0.785,13,61,0.986,0.710
,9,Miami Marlins,NL,161,1449,12978.0,5857,4326,1448,83,133,60,42,0.588,10,47,0.986,0.699
,10,Cleveland Indians,AL,162,1458,13116.0,5808,4372,1353,83,123,81,29,0.736,9,54,0.986,0.689
,11,Tampa Bay Rays,AL,162,1458,13035.0,5913,4345,1483,85,136,78,27,0.743,17,55,0.986,0.709
,12,Oakland Athletics,AL,162,1458,13191.0,6080,4397,1594,89,125,98,46,0.681,17,86,0.985,0.717
,13,Seattle Mariners,AL,162,1458,13038.0,5920,4346,1486,88,153,66,26,0.717,13,57,0.985,0.691
,14,New York Mets,NL,162,1458,13146.0,5876,4382,1406,88,121,134,36,0.788,9,26,0.985,0.691
,15,Cincinnati Reds,NL,162,1458,12969.0,6026,4323,1608,95,144,83,24,0.776,6,48,0.984,0.685
,16,San Francisco Giants,NL,162,1458,13152.0,6086,4384,1605,97,160,93,31,0.750,9,44,0.984,0.691
,17,New York Yankees,AL,162,1458,13107.0,5807,4369,1344,94,95,88,31,0.739,25,73,0.984,0.687
,18,Detroit Tigers,AL,162,1458,12828.0,5799,4276,1428,95,126,79,37,0.681,8,54,0.984,0.695
,19,Minnesota Twins,AL,162,1458,12990.0,5881,4330,1454,97,127,85,29,0.746,12,59,0.984,0.685
,20,San Diego Padres,NL,162,1458,13113.0,6010,4371,1539,100,127,88,30,0.746,12,52,0.983,0.683
,21,Chicago Cubs,NL,163,1467,13287.0,6208,4429,1675,104,155,84,40,0.677,12,46,0.983,0.702
,22,Los Angeles Dodgers,NL,163,1467,13284.0,5963,4428,1435,100,111,70,25,0.737,10,39,0.983,0.699
,23,Toronto Blue Jays,AL,162,1458,12903.0,5849,4301,1447,101,138,136,39,0.777,8,71,0.983,0.679
,24,Baltimore Orioles,AL,162,1458,12879.0,5934,4293,1537,104,159,89,42,0.679,9,81,0.982,0.675
,25,Pittsburgh Pirates,NL,161,1449,12906.0,5885,4302,1478,105,129,72,36,0.667,8,95,0.982,0.687
,26,Milwaukee Brewers,NL,163,1467,13149.0,5944,4383,1453,108,141,69,39,0.639,10,50,0.982,0.706
,27,Chicago White Sox,AL,162,1458,12933.0,5856,4311,1431,114,134,133,39,0.773,20,94,0.981,0.692
,28,Texas Rangers,AL,162,1458,12879.0,5971,4293,1558,120,168,76,18,0.809,13,57,0.980,0.683
,29,Philadelphia Phillies,NL,162,1458,13011.0,5938,4337,1478,123,138,100,35,0.741,18,81,0.979,0.680
,30,St. Louis Cardinals,NL,162,1458,13098.0,6039,4366,1540,133,151,47,13,0.783,7,63,0.978,0.688
2017,1,Miami Marlins,NL,162,1458,12984.0,5955,4328,1554,73,156,67,30,0.691,12,57,0.988,0.693
,2,Colorado Rockies,NL,162,1458,12939.0,6120,4313,1730,77,168,67,27,0.713,18,69,0.987,0.685
,3,Cleveland Indians,AL,162,1458,12966.0,5845,4322,1447,76,167,50,37,0.575,9,48,0.987,0.684
,4,Minnesota Twins,AL,162,1458,12924.0,5863,4308,1477,78,143,75,29,0.721,16,52,0.987,0.693
,5,Kansas City Royals,AL,162,1458,12939.0,5917,4313,1525,79,145,87,30,0.744,11,48,0.987,0.685
,6,Cincinnati Reds,NL,162,1458,12870.0,5994,4290,1623,81,132,79,42,0.653,9,62,0.986,0.691
,7,Los Angeles Angels,AL,162,1458,12966.0,5864,4322,1462,80,135,71,43,0.623,10,57,0.986,0.701
,8,Philadelphia Phillies,NL,162,1458,12969.0,5902,4323,1497,82,145,91,30,0.752,17,50,0.986,0.687
,9,San Francisco Giants,NL,162,1458,13068.0,5965,4356,1522,87,127,73,37,0.664,6,55,0.985,0.680
,10,Detroit Tigers,AL,162,1458,12783.0,5734,4261,1389,84,146,85,37,0.697,14,53,0.985,0.669
,11,Washington Nationals,NL,162,1458,13020.0,5860,4340,1434,86,139,94,29,0.764,10,44,0.985,0.701
,12,Toronto Blue Jays,AL,162,1458,13185.0,6057,4395,1570,92,145,119,26,0.821,8,53,0.985,0.684
,13,Los Angeles Dodgers,NL,162,1458,13002.0,5789,4334,1367,88,131,68,28,0.708,19,40,0.985,0.704
,14,St. Louis Cardinals,NL,162,1458,13053.0,6039,4351,1594,94,164,54,32,0.628,7,38,0.984,0.688
,15,Chicago Cubs,NL,162,1458,13026.0,6093,4342,1656,95,139,121,35,0.776,13,73,0.984,0.700
,16,Baltimore Orioles,AL,162,1458,12969.0,6026,4323,1609,94,175,77,34,0.694,8,53,0.984,0.686
,17,New York Mets,NL,162,1458,12912.0,5852,4304,1456,92,125,102,29,0.779,7,55,0.984,0.667
,18,New York Yankees,AL,162,1458,13038.0,5909,4346,1468,95,102,65,26,0.714,21,83,0.984,0.704
,19,Atlanta Braves,NL,162,1458,12972.0,5999,4324,1578,97,137,99,30,0.767,20,58,0.984,0.685
,20,Pittsburgh Pirates,NL,162,1458,12966.0,6083,4322,1662,99,156,95,28,0.772,15,58,0.984,0.680
,21,Houston Astros,AL,162,1458,13014.0,5963,4338,1526,99,153,102,14,0.879,16,86,0.983,0.683
,22,Tampa Bay Rays,AL,162,1458,13005.0,5868,4335,1433,100,129,83,22,0.790,15,83,0.983,0.702
,23,Seattle Mariners,AL,162,1458,12963.0,5846,4321,1422,103,147,80,26,0.755,15,73,0.982,0.701
,24,Arizona Diamondbacks,NL,162,1458,12969.0,6035,4323,1604,108,140,69,32,0.683,12,82,0.982,0.688
,25,Texas Rangers,AL,162,1458,12909.0,6027,4303,1616,108,173,87,28,0.757,8,63,0.982,0.696
,26,Boston Red Sox,AL,162,1458,13341.0,5944,4447,1390,107,126,61,39,0.610,19,43,0.982,0.683
,27,San Diego Padres,NL,162,1458,12876.0,6028,4292,1623,113,177,76,34,0.691,8,73,0.981,0.686
,28,Milwaukee Brewers,NL,162,1458,13011.0,6076,4337,1624,115,164,99,32,0.756,11,50,0.981,0.686
,29,Chicago White Sox,AL,162,1458,12795.0,5920,4265,1541,114,157,120,26,0.822,11,67,0.981,0.701
,30,Oakland Athletics,AL,162,1458,12879.0,6011,4293,1597,121,162,111,42,0.725,16,84,0.980,0.687
2016,1,San Francisco Giants,NL,162,1458,13143.0,6092,4381,1639,72,136,71,35,0.670,6,40,0.988,0.702
,2,Washington Nationals,NL,162,1458,13137.0,5877,4379,1425,73,142,54,29,0.651,17,47,0.988,0.700
,3,Houston Astros,AL,162,1458,13212.0,6080,4404,1599,77,135,67,31,0.684,18,98,0.987,0.682
,4,Detroit Tigers,AL,161,1449,12852.0,5896,4284,1537,75,148,71,39,0.645,5,44,0.987,0.692
,5,Boston Red Sox,AL,162,1458,12957.0,5821,4319,1427,75,139,59,33,0.641,37,52,0.987,0.695
,6,Baltimore Orioles,AL,162,1458,12888.0,5955,4296,1579,80,165,69,37,0.651,4,59,0.987,0.689
,7,Los Angeles Dodgers,NL,162,1458,13077.0,5887,4359,1448,80,101,87,36,0.707,13,58,0.986,0.701
,8,Toronto Blue Jays,AL,162,1458,13134.0,6088,4378,1622,88,144,84,20,0.808,29,50,0.986,0.705
,9,New York Yankees,AL,162,1458,12855.0,5907,4285,1536,86,116,86,31,0.735,14,52,0.985,0.695
,10,Miami Marlins,NL,161,1449,12915.0,5897,4305,1506,86,137,76,38,0.667,9,66,0.985,0.686
,11,Seattle Mariners,AL,162,1458,13113.0,6035,4371,1575,89,158,81,32,0.717,11,52,0.985,0.694
,12,Cleveland Indians,AL,161,1449,13005.0,6032,4335,1608,89,126,51,32,0.614,12,49,0.985,0.697
,13,New York Mets,NL,162,1458,13023.0,5950,4341,1519,90,138,135,45,0.750,8,50,0.985,0.678
,14,Kansas City Royals,AL,162,1458,12960.0,5940,4320,1526,94,134,55,42,0.567,7,55,0.984,0.689
,15,Chicago White Sox,AL,162,1458,13020.0,5971,4340,1536,95,148,89,20,0.817,8,72,0.984,0.689
,16,Texas Rangers,AL,162,1458,12987.0,6081,4329,1655,97,190,82,33,0.713,11,45,0.984,0.693
,17,Oakland Athletics,AL,162,1458,12900.0,6027,4300,1630,97,152,75,22,0.773,11,70,0.984,0.686
,18,Tampa Bay Rays,AL,162,1458,12837.0,5783,4279,1410,94,129,91,31,0.746,13,61,0.984,0.689
,19,Philadelphia Phillies,NL,162,1458,12933.0,5911,4311,1503,97,142,70,32,0.686,10,57,0.984,0.683
,20,Arizona Diamondbacks,NL,162,1458,13062.0,6118,4354,1663,101,143,63,35,0.643,17,69,0.983,0.667
,21,Chicago Cubs,NL,162,1458,13137.0,6115,4379,1635,101,116,133,38,0.778,12,80,0.983,0.731
,22,Los Angeles Angels,AL,162,1458,12792.0,5844,4264,1483,97,148,93,47,0.664,7,47,0.983,0.686
,23,Atlanta Braves,NL,161,1449,13029.0,6009,4343,1565,101,134,132,25,0.841,14,83,0.983,0.694
,24,Cincinnati Reds,NL,162,1458,12978.0,5977,4326,1549,102,142,108,45,0.706,9,61,0.983,0.695
,25,St. Louis Cardinals,NL,162,1458,13035.0,6199,4345,1747,107,169,85,26,0.766,10,50,0.983,0.680
,26,Pittsburgh Pirates,NL,162,1458,13061.0,6215,4359,1745,111,172,102,28,0.785,17,72,0.982,0.677
,27,Colorado Rockies,NL,162,1458,12864.0,6147,4288,1749,110,148,100,31,0.763,13,72,0.982,0.670
,28,San Diego Padres,NL,162,1458,12960.0,6052,4320,1623,109,165,98,29,0.772,13,67,0.982,0.687
,29,Minnesota Twins,AL,162,1458,12987.0,6065,4329,1610,126,172,78,20,0.796,9,83,0.979,0.666
,30,Milwaukee Brewers,NL,162,1458,12909.0,6110,4303,1671,136,145,92,59,0.609,8,48,0.978,0.683
2015,1,Los Angeles Dodgers,NL,162,1458,13011.0,6139,4337,1727,75,133,85,42,0.669,12,52,0.988,0.692
,2,San Francisco Giants,NL,162,1458,12999.0,6085,4333,1674,78,145,82,32,0.719,10,40,0.987,0.708
,3,Baltimore Orioles,AL,162,1458,12912.0,5978,4304,1597,77,134,62,29,0.681,10,46,0.987,0.692
,4,Miami Marlins,NL,162,1458,12843.0,5946,4281,1588,77,162,74,25,0.747,11,53,0.987,0.697
,5,Cleveland Indians,AL,161,1449,12894.0,5905,4298,1528,79,136,71,39,0.645,10,48,0.987,0.700
,6,Arizona Diamondbacks,NL,162,1458,13200.0,6183,4400,1697,86,146,73,28,0.723,11,51,0.986,0.693
,7,Houston Astros,AL,162,1458,12969.0,6025,4323,1617,85,131,87,27,0.763,8,61,0.986,0.703
,8,Minnesota Twins,AL,162,1458,12987.0,6052,4329,1637,86,150,93,22,0.809,3,54,0.986,0.688
,9,Detroit Tigers,AL,161,1449,13023.0,6048,4341,1621,86,165,72,43,0.626,5,60,0.986,0.689
,10,New York Mets,NL,162,1458,13164.0,6075,4388,1599,88,131,75,26,0.743,4,46,0.986,0.698
,11,Kansas City Royals,AL,162,1458,13068.0,6055,4356,1611,88,138,75,35,0.682,5,62,0.985,0.704
,12,Toronto Blue Jays,AL,162,1458,12969.0,6003,4323,1592,88,145,60,41,0.594,25,62,0.985,0.708
,13,Cincinnati Reds,NL,162,1458,13080.0,6072,4360,1622,90,131,100,31,0.763,9,54,0.985,0.690
,14,Atlanta Braves,NL,162,1458,12828.0,5959,4276,1593,90,186,84,33,0.718,13,53,0.985,0.682
,15,Washington Nationals,NL,162,1458,12912.0,5927,4304,1533,90,125,53,32,0.624,7,39,0.985,0.687
,16,Seattle Mariners,AL,162,1458,13167.0,6168,4389,1685,94,155,65,40,0.619,10,72,0.985,0.688
,17,Colorado Rockies,NL,162,1458,12837.0,6192,4279,1818,95,171,92,35,0.724,7,66,0.985,0.670
,18,New York Yankees,AL,162,1458,13119.0,6060,4373,1594,93,135,71,36,0.664,8,78,0.985,0.686
,19,San Diego Padres,NL,162,1458,12963.0,5979,4321,1566,92,138,122,60,0.670,18,54,0.985,0.684
,20,St. Louis Cardinals,NL,162,1458,13182.0,6107,4394,1617,96,159,54,29,0.651,5,48,0.984,0.689
,21,Los Angeles Angels,AL,162,1458,12966.0,5906,4322,1491,93,108,93,43,0.684,13,61,0.984,0.700
,22,Boston Red Sox,AL,162,1458,13035.0,6067,4345,1625,97,148,75,38,0.664,22,79,0.984,0.681
,23,Tampa Bay Rays,AL,162,1458,13080.0,5863,4360,1408,95,118,88,44,0.667,8,81,0.984,0.702
,24,Chicago White Sox,AL,162,1458,13074.0,6041,4358,1582,101,159,75,30,0.714,22,61,0.983,0.675
,25,Chicago Cubs,NL,162,1458,13152.0,6164,4384,1669,111,120,137,38,0.783,10,66,0.982,0.695
,26,Pittsburgh Pirates,NL,162,1458,13407.0,6459,4469,1868,122,177,144,43,0.770,11,67,0.981,0.680
,27,Milwaukee Brewers,NL,162,1458,12915.0,6099,4305,1678,116,164,104,46,0.693,7,71,0.981,0.682
,28,Texas Rangers,AL,162,1458,12984.0,6142,4328,1695,119,169,82,25,0.766,11,51,0.981,0.689
,29,Philadelphia Phillies,NL,162,1458,12927.0,6011,4309,1585,117,145,79,32,0.712,12,60,0.981,0.668
,30,Oakland Athletics,AL,162,1458,13002.0,6102,4334,1642,126,154,78,40,0.661,14,62,0.979,0.692
2014,1,Cincinnati Reds,NL,162,1458,13014.0,5998,4338,1588,72,120,71,38,0.651,13,45,0.988,0.713
,2,Philadelphia Phillies,NL,162,1458,13215.0,6161,4405,1673,83,133,115,46,0.714,8,49,0.987,0.693
,3,Seattle Mariners,AL,162,1458,13068.0,6046,4356,1608,82,139,92,35,0.724,11,80,0.986,0.715
,4,Los Angeles Angels,AL,162,1458,13344.0,6013,4448,1482,83,127,106,39,0.731,5,74,0.986,0.705
,5,Atlanta Braves,NL,162,1458,13095.0,5977,4365,1527,85,143,100,29,0.775,18,75,0.986,0.688
,6,Baltimore Orioles,AL,162,1458,13152.0,6075,4384,1604,87,156,84,32,0.724,9,42,0.986,0.706
,7,St. Louis Cardinals,NL,162,1458,13038.0,6051,4346,1617,88,145,54,29,0.651,7,44,0.985,0.700
,8,Toronto Blue Jays,AL,162,1458,12987.0,5944,4329,1528,87,130,94,24,0.797,18,43,0.985,0.694
,9,Boston Red Sox,AL,162,1458,13191.0,6099,4397,1610,92,155,87,33,0.725,18,51,0.985,0.687
,10,Tampa Bay Rays,AL,162,1458,13173.0,5788,4391,1309,88,96,82,26,0.759,9,65,0.985,0.702
,11,New York Yankees,AL,162,1458,13077.0,5925,4359,1474,92,107,77,38,0.670,15,49,0.984,0.687
,12,Miami Marlins,NL,162,1458,13119.0,6170,4373,1700,97,154,109,34,0.762,9,56,0.984,0.678
,13,Minnesota Twins,AL,162,1458,12915.0,5981,4305,1579,97,136,100,22,0.820,8,50,0.984,0.674
,14,San Francisco Giants,NL,162,1458,13041.0,6146,4347,1699,100,155,107,47,0.695,11,49,0.984,0.703
,15,Washington Nationals,NL,162,1458,13236.0,6137,4412,1625,100,139,60,36,0.625,6,37,0.984,0.693
,16,Milwaukee Brewers,NL,162,1458,13119.0,6074,4373,1602,99,130,96,35,0.733,7,44,0.984,0.698
,17,Arizona Diamondbacks,NL,162,1458,12999.0,6079,4333,1645,101,147,75,34,0.688,6,50,0.983,0.677
,18,Chicago Cubs,NL,162,1458,13170.0,6161,4390,1668,103,137,114,38,0.750,13,64,0.983,0.683
,19,Detroit Tigers,AL,162,1458,13086.0,6001,4362,1538,101,153,111,51,0.685,8,43,0.983,0.674
,20,San Diego Padres,NL,162,1458,12948.0,5977,4316,1560,101,124,116,40,0.744,21,57,0.983,0.698
,21,New York Mets,NL,162,1458,13173.0,6112,4391,1617,104,158,85,25,0.773,16,56,0.983,0.690
,22,Colorado Rockies,NL,162,1458,12879.0,6207,4293,1808,106,166,85,16,0.842,20,72,0.983,0.683
,23,Los Angeles Dodgers,NL,162,1458,13182.0,6208,4394,1707,107,145,86,38,0.694,12,64,0.983,0.690
,24,Pittsburgh Pirates,NL,162,1458,13107.0,6316,4369,1838,109,148,107,49,0.686,9,71,0.983,0.696
,25,Houston Astros,AL,162,1458,12948.0,6126,4316,1704,106,151,109,32,0.773,14,57,0.983,0.685
,26,Kansas City Royals,AL,162,1458,13056.0,5968,4352,1512,104,122,69,29,0.704,6,58,0.983,0.695
,27,Chicago White Sox,AL,162,1458,12969.0,6112,4323,1682,107,170,93,32,0.744,17,75,0.982,0.679
,28,Oakland Athletics,AL,162,1458,13170.0,6135,4390,1634,111,150,100,28,0.781,10,59,0.982,0.713
,29,Texas Rangers,AL,162,1458,12837.0,5798,4279,1413,106,155,85,36,0.702,9,61,0.982,0.677
,30,Cleveland Indians,AL,162,1458,13215.0,6120,4405,1599,116,139,95,44,0.683,9,56,0.981,0.673
2013,1,Baltimore Orioles,AL,162,1458,13077.0,6027,4359,1614,54,165,63,32,0.663,8,38,0.991,0.700
,2,Tampa Bay Rays,AL,163,1467,13176.0,6044,4392,1593,59,147,119,33,0.783,10,69,0.990,0.708
,3,New York Yankees,AL,162,1458,13026.0,5955,4342,1544,69,139,72,30,0.706,16,57,0.988,0.688
,4,Arizona Diamondbacks,NL,162,1458,13455.0,6293,4485,1733,75,135,48,22,0.686,10,84,0.988,0.699
,5,St. Louis Cardinals,NL,162,1458,13137.0,6172,4379,1718,75,177,39,26,0.600,6,33,0.988,0.692
,6,Cincinnati Reds,NL,162,1458,13263.0,6140,4421,1643,76,131,70,35,0.667,8,44,0.988,0.715
,7,Detroit Tigers,AL,162,1458,13164.0,5972,4388,1508,76,136,128,29,0.815,14,63,0.987,0.686
,8,Minnesota Twins,AL,162,1458,13053.0,6155,4351,1723,81,178,73,38,0.658,6,50,0.987,0.680
,9,Boston Red Sox,AL,162,1458,13086.0,5958,4362,1516,80,142,133,43,0.756,15,47,0.987,0.696
,10,San Diego Padres,NL,162,1458,13095.0,6146,4365,1698,83,140,107,43,0.713,7,51,0.986,0.698
,11,Atlanta Braves,NL,162,1458,13053.0,6116,4351,1680,85,141,79,32,0.712,6,50,0.986,0.701
,12,Texas Rangers,AL,163,1467,13170.0,6025,4390,1549,86,146,73,34,0.682,7,68,0.986,0.695
,13,Kansas City Royals,AL,162,1458,13035.0,5950,4345,1520,85,136,77,36,0.681,6,60,0.986,0.699
,14,Miami Marlins,NL,162,1458,13140.0,6155,4380,1687,88,144,90,37,0.709,16,53,0.986,0.698
,15,Seattle Mariners,AL,162,1458,13185.0,6128,4395,1645,88,149,89,30,0.748,11,74,0.986,0.684
,16,Colorado Rockies,NL,162,1458,12924.0,6253,4308,1855,90,162,89,33,0.730,13,62,0.986,0.675
,17,New York Mets,NL,162,1458,13290.0,6165,4430,1642,93,127,87,29,0.750,11,47,0.985,0.692
,18,Philadelphia Phillies,NL,162,1458,12927.0,6020,4309,1614,97,141,114,35,0.765,5,48,0.984,0.680
,19,Pittsburgh Pirates,NL,162,1458,13236.0,6442,4412,1924,106,154,95,43,0.688,7,81,0.984,0.700
,20,Chicago Cubs,NL,162,1458,13032.0,6046,4344,1602,100,129,107,42,0.718,13,59,0.983,0.706
,21,Cleveland Indians,AL,162,1458,12972.0,5925,4324,1503,98,135,84,31,0.730,10,71,0.983,0.685
,22,Oakland Athletics,AL,162,1458,13068.0,5830,4356,1377,97,112,87,27,0.763,15,56,0.983,0.709
,23,Los Angeles Dodgers,NL,162,1458,13053.0,6183,4351,1723,109,160,63,40,0.612,10,66,0.982,0.692
,24,Washington Nationals,NL,162,1458,13011.0,5993,4337,1549,107,146,95,20,0.826,5,43,0.982,0.691
,25,San Francisco Giants,NL,162,1458,13026.0,5986,4342,1537,107,128,95,41,0.699,8,60,0.982,0.691
,26,Toronto Blue Jays,AL,162,1458,13068.0,6072,4356,1605,111,145,87,29,0.750,30,54,0.982,0.691
,27,Los Angeles Angels,AL,162,1458,13119.0,5985,4373,1500,112,135,131,35,0.789,7,74,0.981,0.686
,28,Milwaukee Brewers,NL,162,1458,12984.0,6070,4328,1628,114,153,99,30,0.767,10,51,0.981,0.698
,29,Chicago White Sox,AL,162,1458,13095.0,6041,4365,1555,121,155,102,35,0.745,21,62,0.980,0.689
,30,Houston Astros,AL,162,1458,12960.0,6080,4320,1635,125,168,98,37,0.726,14,61,0.979,0.681
2012,1,Chicago White Sox,AL,162,1458,13011.0,5985,4337,1578,70,154,104,41,0.717,9,66,0.988,0.703
,2,Seattle Mariners,AL,162,1458,13110.0,6012,4370,1570,72,155,128,39,0.766,20,61,0.988,0.708
,3,New York Yankees,AL,162,1458,13008.0,5882,4336,1471,75,135,90,28,0.763,17,53,0.987,0.692
,4,Atlanta Braves,NL,162,1458,13008.0,6076,4336,1654,86,147,98,39,0.715,10,54,0.986,0.705
,5,Texas Rangers,AL,162,1458,12978.0,5907,4326,1496,85,136,106,27,0.797,13,53,0.986,0.695
,6,Cincinnati Reds,NL,162,1458,13077.0,6050,4359,1602,89,113,78,43,0.645,7,34,0.985,0.700
,7,Arizona Diamondbacks,NL,162,1458,12903.0,6067,4301,1676,90,146,48,37,0.565,9,52,0.985,0.685
,8,Washington Nationals,NL,162,1458,13215.0,6131,4405,1632,94,134,111,22,0.835,15,62,0.985,0.704
,9,Cleveland Indians,AL,162,1458,12978.0,6087,4326,1665,96,157,140,37,0.791,13,67,0.984,0.687
,10,Los Angeles Dodgers,NL,162,1458,13047.0,6116,4349,1669,98,138,92,43,0.681,11,46,0.984,0.703
